No,;Time;Source;Destination;Protocol;Length;Info;;;Time1;Time2;Delay;;Delay1;Delay2;Jitter
759;20,498765;54.212.130.172;192,168,1,6;TCP;1506;443  >  58009 [ACK] Seq=24573 Ack=4492 Win=39680 Len=1452 [TCP segment of a reassembled PDU];;;20,498765;20,498765;0;;0;0;0
760;20,498765;54.212.130.172;192,168,1,6;TCP;1506;443  >  58009 [ACK] Seq=26025 Ack=4492 Win=39680 Len=1452 [TCP segment of a reassembled PDU];;;20,498765;20,498765;0;;-0,000092;0,000092;0,000184
761;20,498765;54.212.130.172;192,168,1,6;TCP;1506;443  >  58009 [ACK] Seq=27477 Ack=4492 Win=39680 Len=1452 [TCP segment of a reassembled PDU];;;20,498765;20,498765;0,000092;;-0,024799;0,024891;0,04969
762;20,498765;54.212.130.172;192,168,1,6;TLSv1,2;94;Application Data, Application Data;;;20,498765;20,498857;0,024891;;-0,02047;0,045361;0,065831
763;20,498857;192,168,1,6;54.212.130.172;TCP;54;58009  >  443 [ACK] Seq=4492 Ack=28969 Win=132096 Len=0;;;20,498857;20,523748;0,045361;;0,025027;0,020334;-0,004693
765;20,523748;192,168,1,6;104,244,38,20;TLSv1,2;1035;Application Data;;;20,523748;20,569109;0,020334;;0,01932;0,001014;-0,018306
767;20,569109;192,168,1,6;104,93,104,184;TLSv1,2;647;Application Data;;;20,569109;20,589443;0,001014;;0,001014;0;-0,001014
768;20,589443;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=41895 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,589443;20,590457;0;;0;0;0
769;20,590457;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=43347 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,590457;20,590457;0;;-0,000076;0,000076;0,000152
770;20,590457;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=44799 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,590457;20,590457;0,000076;;-0,001517;0,001593;0,00311
771;20,590457;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=46251 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,590457;20,590533;0,001593;;0,001593;0;-0,001593
772;20,590533;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=47703 Win=132096 Len=0;;;20,590533;20,592126;0;;0;0;0
773;20,592126;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=47703 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,592126;20,592126;0;;0;0;0
774;20,592126;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=49155 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,592126;20,592126;0;;-0,000082;0,000082;0,000164
775;20,592126;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=50607 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,592126;20,592126;0,000082;;-0,000583;0,000665;0,001248
776;20,592126;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=52059 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,592126;20,592208;0,000665;;0,000665;0;-0,000665
777;20,592208;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=53511 Win=132096 Len=0;;;20,592208;20,592873;0;;-0,00008;0,00008;0,00016
778;20,592873;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=53511 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,592873;20,592873;0,00008;;-0,000588;0,000668;0,001256
779;20,592873;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=54963 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,592873;20,592953;0,000668;;0,000668;0;-0,000668
780;20,592953;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=56415 Win=132096 Len=0;;;20,592953;20,593621;0;;-0,000073;0,000073;0,000146
781;20,593621;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=56415 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,593621;20,593621;0,000073;;-0,000812;0,000885;0,001697
782;20,593621;104,93,104,184;192,168,1,6;TLSv1,2;1506;Application Data [TCP segment of a reassembled PDU];;;20,593621;20,593694;0,000885;;0,000885;0;-0,000885
783;20,593694;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=59319 Win=132096 Len=0;;;20,593694;20,594579;0;;-0,000076;0,000076;0,000152
784;20,594579;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=59319 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,594579;20,594579;0,000076;;-0,002343;0,002419;0,004762
785;20,594579;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=60771 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,594579;20,594655;0,002419;;0,002419;0;-0,002419
786;20,594655;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=62223 Win=132096 Len=0;;;20,594655;20,597074;0;;0;0;0
787;20,597074;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=62223 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,597074;20,597074;0;;0;0;0
788;20,597074;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=63675 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,597074;20,597074;0;;-0,000122;0,000122;0,000244
789;20,597074;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=65127 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,597074;20,597074;0,000122;;-0,00079;0,000912;0,001702
790;20,597074;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=66579 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,597074;20,597196;0,000912;;0,000912;0;-0,000912
791;20,597196;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=68031 Win=132096 Len=0;;;20,597196;20,598108;0;;0;0;0
792;20,598108;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=68031 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,598108;20,598108;0;;-0,000109;0,000109;0,000218
793;20,598108;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=69483 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,598108;20,598108;0,000109;;-0,000892;0,001001;0,001893
794;20,598108;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=70935 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,598108;20,598217;0,001001;;0,001001;0;-0,001001
795;20,598217;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=72387 Win=132096 Len=0;;;20,598217;20,599218;0;;0;0;0
796;20,599218;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=72387 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,599218;20,599218;0;;-0,000096;0,000096;0,000192
797;20,599218;104,93,104,184;192,168,1,6;TLSv1,2;1506;Application Data [TCP segment of a reassembled PDU];;;20,599218;20,599218;0,000096;;-0,000489;0,000585;0,001074
798;20,599218;104,93,104,184;192,168,1,6;TLSv1,2;1506;Application Data [TCP segment of a reassembled PDU];;;20,599218;20,599314;0,000585;;0,000585;0;-0,000585
799;20,599314;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=76743 Win=132096 Len=0;;;20,599314;20,599899;0;;-0,00008;0,00008;0,00016
800;20,599899;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=76743 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,599899;20,599899;0,00008;;-0,000767;0,000847;0,001614
801;20,599899;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=78195 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,599899;20,599979;0,000847;;0,000847;0;-0,000847
802;20,599979;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=79647 Win=132096 Len=0;;;20,599979;20,600826;0;;-0,000091;0,000091;0,000182
803;20,600826;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=79647 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,600826;20,600826;0,000091;;-0,000848;0,000939;0,001787
804;20,600826;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=81099 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,600826;20,600917;0,000939;;0,000939;0;-0,000939
805;20,600917;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=82551 Win=132096 Len=0;;;20,600917;20,601856;0;;-0,00009;0,00009;0,00018
806;20,601856;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=82551 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,601856;20,601856;0,00009;;-0,000523;0,000613;0,001136
807;20,601856;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=84003 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,601856;20,601946;0,000613;;0,000613;0;-0,000613
808;20,601946;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=85455 Win=132096 Len=0;;;20,601946;20,602559;0;;-0,000095;0,000095;0,00019
809;20,602559;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=85455 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,602559;20,602559;0,000095;;-0,000797;0,000892;0,001689
810;20,602559;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=86907 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,602559;20,602654;0,000892;;0,000892;0;-0,000892
811;20,602654;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=88359 Win=132096 Len=0;;;20,602654;20,603546;0;;-0,000088;0,000088;0,000176
812;20,603546;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=88359 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,603546;20,603546;0,000088;;-0,000703;0,000791;0,001494
813;20,603546;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=89811 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,603546;20,603634;0,000791;;0,000791;0;-0,000791
814;20,603634;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=91263 Win=132096 Len=0;;;20,603634;20,604425;0;;-0,00008;0,00008;0,00016
815;20,604425;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=91263 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,604425;20,604425;0,00008;;-0,000589;0,000669;0,001258
816;20,604425;104,93,104,184;192,168,1,6;TLSv1,2;1506;Application Data [TCP segment of a reassembled PDU];;;20,604425;20,604505;0,000669;;0,000669;0;-0,000669
817;20,604505;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=94167 Win=132096 Len=0;;;20,604505;20,605174;0;;-0,000081;0,000081;0,000162
818;20,605174;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=94167 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,605174;20,605174;0,000081;;-0,001109;0,00119;0,002299
819;20,605174;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=95619 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,605174;20,605255;0,00119;;0,00119;0;-0,00119
820;20,605255;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=97071 Win=132096 Len=0;;;20,605255;20,606445;0;;-0,000071;0,000071;0,000142
821;20,606445;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=97071 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,606445;20,606445;0,000071;;-0,000594;0,000665;0,001259
822;20,606445;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=98523 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,606445;20,606516;0,000665;;0,000665;0;-0,000665
823;20,606516;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=99975 Win=132096 Len=0;;;20,606516;20,607181;0;;-0,00008;0,00008;0,00016
824;20,607181;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=99975 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,607181;20,607181;0,00008;;-0,001271;0,001351;0,002622
825;20,607181;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=101427 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,607181;20,607261;0,001351;;0,001351;0;-0,001351
826;20,607261;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=102879 Win=132096 Len=0;;;20,607261;20,608612;0;;-0,000074;0,000074;0,000148
827;20,608612;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=102879 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,608612;20,608612;0,000074;;-0,00082;0,000894;0,001714
828;20,608612;104,93,104,184;192,168,1,6;TLSv1,2;1506;Application Data [TCP segment of a reassembled PDU];;;20,608612;20,608686;0,000894;;0,000894;0;-0,000894
829;20,608686;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=105783 Win=132096 Len=0;;;20,608686;20,60958;0;;-0,000081;0,000081;0,000162
830;20,60958;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=105783 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,60958;20,60958;0,000081;;-0,001292;0,001373;0,002665
831;20,60958;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=107235 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,60958;20,609661;0,001373;;0,001373;0;-0,001373
832;20,609661;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=108687 Win=132096 Len=0;;;20,609661;20,611034;0;;0;0;0
833;20,611034;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=108687 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,611034;20,611034;0;;0;0;0
834;20,611034;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=110139 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,611034;20,611034;0;;-0,00009;0,00009;0,00018
835;20,611034;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=111591 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,611034;20,611034;0,00009;;-0,000369;0,000459;0,000828
836;20,611034;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=113043 Ack=3673 Win=37248 Len=1452 [TCP segment of a reassembled PDU];;;20,611034;20,611124;0,000459;;-0,046685;0,047144;0,093829
837;20,611124;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=114495 Win=132096 Len=0;;;20,611124;20,611583;0,047144;;-0,020954;0,068098;0,089052
838;20,611583;104,93,104,184;192,168,1,6;TLSv1,2;1015;Application Data;;;20,611583;20,658727;0,068098;;0,015578;0,05252;0,036942
839;20,658727;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=3673 Ack=115456 Win=131072 Len=0;;;20,658727;20,726825;0,05252;;0,043624;0,008896;-0,034728
840;20,726825;104,244,38,20;192,168,1,6;TLSv1,2;391;Application Data;;;20,726825;20,779345;0,008896;;-0,322155;0,331051;0,653206
841;20,779345;192,168,1,6;104,244,38,20;TCP;54;58008  >  443 [ACK] Seq=5248 Ack=7571 Win=132096 Len=0;;;20,779345;20,788241;0,331051;;0,306177;0,024874;-0,281303
842;20,788241;13,107,246,10;192,168,1,6;TCP;54;443  >  57954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0;;;20,788241;21,119292;0,024874;;0,024874;0;-0,024874
845;21,119292;192,168,1,6;104,93,104,184;TLSv1,2;621;Application Data;;;21,119292;21,144166;0;;0;0;0
850;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=115456 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0;;0;0;0
851;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=116908 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0;;0;0;0
852;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=118360 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0;;0;0;0
853;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=119812 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0;;0;0;0
854;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=121264 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0;;0;0;0
855;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=122716 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0;;0;0;0
856;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=124168 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0;;0;0;0
857;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=125620 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0;;0;0;0
858;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=127072 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0;;0;0;0
859;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=128524 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0;;0;0;0
860;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=129976 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0;;0;0;0
861;21,144166;104,93,104,184;192,168,1,6;TLSv1,2;495;Application Data;;;21,144166;21,144166;0;;-0,000123;0,000123;0,000246
862;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=131869 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144166;0,000123;;-0,000531;0,000654;0,001185
863;21,144166;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=133321 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144166;21,144289;0,000654;;0,000654;0;-0,000654
864;21,144289;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=4240 Ack=134773 Win=132096 Len=0;;;21,144289;21,144943;0;;0;0;0
865;21,144943;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=134773 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144943;21,144943;0;;-0,00005;0,00005;0,0001
866;21,144943;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=136225 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144943;21,144943;0,00005;;-0,002809;0,002859;0,005668
867;21,144943;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=137677 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,144943;21,144993;0,002859;;0,002796;0,000063;-0,002733
868;21,144993;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=4240 Ack=139129 Win=132096 Len=0;;;21,144993;21,147852;0,000063;;-0,01742;0,017483;0,034903
869;21,147852;104,93,104,184;192,168,1,6;TLSv1,2;1422;Application Data;;;21,147852;21,147915;0,017483;;0,017483;0;-0,017483
870;21,147915;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=4240 Ack=140497 Win=130560 Len=0;;;21,147915;21,165398;0;;0;0;0
871;21,165398;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=140497 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,165398;21,165398;0;;0;0;0
872;21,165398;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=141949 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,165398;21,165398;0;;0;0;0
873;21,165398;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=143401 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,165398;21,165398;0;;0;0;0
874;21,165398;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=144853 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,165398;21,165398;0;;0;0;0
875;21,165398;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=146305 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,165398;21,165398;0;;0;0;0
876;21,165398;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=147757 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,165398;21,165398;0;;-0,000089;0,000089;0,000178
877;21,165398;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=149209 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,165398;21,165398;0,000089;;-0,000076;0,000165;0,000241
878;21,165398;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=150661 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,165398;21,165487;0,000165;;-0,001462;0,001627;0,003089
879;21,165487;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=4240 Ack=152113 Win=132096 Len=0;;;21,165487;21,165652;0,001627;;0,001627;0;-0,001627
880;21,165652;192,168,1,6;104,20,1,94;TCP;66;[TCP Retransmission] 58000  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;21,165652;21,167279;0;;0;0;0
881;21,167279;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=152113 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,167279;21,167279;0;;0;0;0
882;21,167279;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=153565 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,167279;21,167279;0;;0;0;0
883;21,167279;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=155017 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,167279;21,167279;0;;0;0;0
884;21,167279;104,93,104,184;192,168,1,6;TLSv1,2;1506;Application Data [TCP segment of a reassembled PDU];;;21,167279;21,167279;0;;-0,000084;0,000084;0,000168
885;21,167279;104,93,104,184;192,168,1,6;TCP;1506;443  >  58010 [ACK] Seq=157921 Ack=4240 Win=38656 Len=1452 [TCP segment of a reassembled PDU];;;21,167279;21,167279;0,000084;;;;
886;21,167279;104,93,104,184;192,168,1,6;TLSv1,2;1380;Application Data;;;21,167279;21,167363;0,014959;;;;
887;21,167363;192,168,1,6;104,93,104,184;TCP;54;58010  >  443 [ACK] Seq=4240 Ack=160699 Win=132096 Len=0;;;21,167363;21,182322;0,014959;;;Total jitter;16,127128
889;21,182322;125,162,96,1;192,168,1,6;ICMP;94;Destination unreachable (Communication administratively filtered);;;;;;;;Rata-rata jitter;0,01807974
;;;;;;;;;;total Delay;20,185364;;;;
;;;;;;;;;;Rata-rata delay;0,022629332;;;;
